Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[karyotype]	Comment[additional information]	Characteristics[block]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[developmental stage]	Factor Value[organism part]
HDBR479	ERS1221366	SAMEA4050256	Homo sapiens	11832	Late 8 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_071	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR479	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR479_AGTTCC_L007	sequencing assay	ERX1544092	HDBR479_AGTTCC_L007_1.fq.gz	HDBR479_AGTTCC_L007_1.fq.gz	ERR1472968	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1472968/ERR1472968_1.fastq.gz	200	101	Late 8 post conception weeks	basal ganglion
HDBR479	ERS1221366	SAMEA4050256	Homo sapiens	11832	Late 8 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_071	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR479	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR479_AGTTCC_L007	sequencing assay	ERX1544092	HDBR479_AGTTCC_L007_2.fq.gz	HDBR479_AGTTCC_L007_2.fq.gz	ERR1472968	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1472968/ERR1472968_2.fastq.gz	200	101	Late 8 post conception weeks	basal ganglion
HDBR486	ERS1221367	SAMEA4050257	Homo sapiens	11830	Late 8 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_073	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR486	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR486_CAGATC_L001	sequencing assay	ERX1544093	HDBR486_CAGATC_L001_1.fq.gz	HDBR486_CAGATC_L001_1.fq.gz	ERR1472969	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1472969/ERR1472969_1.fastq.gz	200	101	Late 8 post conception weeks	basal ganglion
HDBR486	ERS1221367	SAMEA4050257	Homo sapiens	11830	Late 8 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_073	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR486	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR486_CAGATC_L001	sequencing assay	ERX1544093	HDBR486_CAGATC_L001_2.fq.gz	HDBR486_CAGATC_L001_2.fq.gz	ERR1472969	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1472969/ERR1472969_2.fastq.gz	200	101	Late 8 post conception weeks	basal ganglion
HDBR487	ERS1221368	SAMEA4050258	Homo sapiens	11830	Late 8 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_073	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR487	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR487_GTTTCG_L001	sequencing assay	ERX1544094	HDBR487_GTTTCG_L001_1.fq.gz	HDBR487_GTTTCG_L001_1.fq.gz	ERR1472970	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1472970/ERR1472970_1.fastq.gz	200	101	Late 8 post conception weeks	basal ganglion
HDBR487	ERS1221368	SAMEA4050258	Homo sapiens	11830	Late 8 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_073	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR487	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR487_GTTTCG_L001	sequencing assay	ERX1544094	HDBR487_GTTTCG_L001_2.fq.gz	HDBR487_GTTTCG_L001_2.fq.gz	ERR1472970	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1472970/ERR1472970_2.fastq.gz	200	101	Late 8 post conception weeks	basal ganglion
HDBR521	ERS1221369	SAMEA4050259	Homo sapiens	11920	Carnegie Stage 23	basal ganglion	left	46, XY	 	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR521	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR521_GTGGCC_L002	sequencing assay	ERX1544095	HDBR521_GTGGCC_L002_1.fq.gz	HDBR521_GTGGCC_L002_1.fq.gz	ERR1472971	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1472971/ERR1472971_1.fastq.gz	200	101	Carnegie Stage 23	basal ganglion
HDBR521	ERS1221369	SAMEA4050259	Homo sapiens	11920	Carnegie Stage 23	basal ganglion	left	46, XY	 	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR521	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR521_GTGGCC_L002	sequencing assay	ERX1544095	HDBR521_GTGGCC_L002_2.fq.gz	HDBR521_GTGGCC_L002_2.fq.gz	ERR1472971	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1472971/ERR1472971_2.fastq.gz	200	101	Carnegie Stage 23	basal ganglion
HDBR523	ERS1221370	SAMEA4050260	Homo sapiens	11920	Carnegie Stage 23	basal ganglion	right	46, XY	 	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR523	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR523_GCCAAT_L003	sequencing assay	ERX1544096	HDBR523_GCCAAT_L003_1.fq.gz	HDBR523_GCCAAT_L003_1.fq.gz	ERR1472972	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1472972/ERR1472972_1.fastq.gz	200	101	Carnegie Stage 23	basal ganglion
HDBR523	ERS1221370	SAMEA4050260	Homo sapiens	11920	Carnegie Stage 23	basal ganglion	right	46, XY	 	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR523	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR523_GCCAAT_L003	sequencing assay	ERX1544096	HDBR523_GCCAAT_L003_2.fq.gz	HDBR523_GCCAAT_L003_2.fq.gz	ERR1472972	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1472972/ERR1472972_2.fastq.gz	200	101	Carnegie Stage 23	basal ganglion
HDBR531	ERS1221371	SAMEA4050261	Homo sapiens	11907	16 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR531	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR531_ACAGTG_L005	sequencing assay	ERX1544097	HDBR531_ACAGTG_L005_1.fq.gz	HDBR531_ACAGTG_L005_1.fq.gz	ERR1472973	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1472973/ERR1472973_1.fastq.gz	200	101	16 post conception weeks	basal ganglion
HDBR531	ERS1221371	SAMEA4050261	Homo sapiens	11907	16 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_054	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR531	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR531_ACAGTG_L005	sequencing assay	ERX1544097	HDBR531_ACAGTG_L005_2.fq.gz	HDBR531_ACAGTG_L005_2.fq.gz	ERR1472973	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1472973/ERR1472973_2.fastq.gz	200	101	16 post conception weeks	basal ganglion
HDBR564	ERS1221372	SAMEA4050262	Homo sapiens	1923	13 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR564	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR564_CCGTCC_L004	sequencing assay	ERX1544098	HDBR564_CCGTCC_L004_1.fq.gz	HDBR564_CCGTCC_L004_1.fq.gz	ERR1472974	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1472974/ERR1472974_1.fastq.gz	200	101	13 post conception weeks	basal ganglion
HDBR564	ERS1221372	SAMEA4050262	Homo sapiens	1923	13 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR564	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR564_CCGTCC_L004	sequencing assay	ERX1544098	HDBR564_CCGTCC_L004_2.fq.gz	HDBR564_CCGTCC_L004_2.fq.gz	ERR1472974	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1472974/ERR1472974_2.fastq.gz	200	101	13 post conception weeks	basal ganglion
HDBR565	ERS1221373	SAMEA4050263	Homo sapiens	1923	13 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR565	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR565_GTGAAA_L004	sequencing assay	ERX1544099	HDBR565_GTGAAA_L004_1.fq.gz	HDBR565_GTGAAA_L004_1.fq.gz	ERR1472975	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1472975/ERR1472975_1.fastq.gz	200	101	13 post conception weeks	basal ganglion
HDBR565	ERS1221373	SAMEA4050263	Homo sapiens	1923	13 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR565	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR565_GTGAAA_L004	sequencing assay	ERX1544099	HDBR565_GTGAAA_L004_2.fq.gz	HDBR565_GTGAAA_L004_2.fq.gz	ERR1472975	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1472975/ERR1472975_2.fastq.gz	200	101	13 post conception weeks	basal ganglion
HDBR629	ERS1221374	SAMEA4050264	Homo sapiens	11656	11 post conception weeks	basal ganglion	 	46, XX	 	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR629	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR629_AGTCAA_L005	sequencing assay	ERX1544100	HDBR629_AGTCAA_L005_1.fq.gz	HDBR629_AGTCAA_L005_1.fq.gz	ERR1472976	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1472976/ERR1472976_1.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR629	ERS1221374	SAMEA4050264	Homo sapiens	11656	11 post conception weeks	basal ganglion	 	46, XX	 	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR629	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR629_AGTCAA_L005	sequencing assay	ERX1544100	HDBR629_AGTCAA_L005_2.fq.gz	HDBR629_AGTCAA_L005_2.fq.gz	ERR1472976	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1472976/ERR1472976_2.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR640	ERS1221375	SAMEA4050265	Homo sapiens	11833	11 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR640	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR640_ACTTGA_L008	sequencing assay	ERX1544101	HDBR640_ACTTGA_L008_1.fq.gz	HDBR640_ACTTGA_L008_1.fq.gz	ERR1472977	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1472977/ERR1472977_1.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR640	ERS1221375	SAMEA4050265	Homo sapiens	11833	11 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR640	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR640_ACTTGA_L008	sequencing assay	ERX1544101	HDBR640_ACTTGA_L008_2.fq.gz	HDBR640_ACTTGA_L008_2.fq.gz	ERR1472977	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1472977/ERR1472977_2.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR644	ERS1221376	SAMEA4050266	Homo sapiens	11833	11 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR644	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR644_CGTACG_L001	sequencing assay	ERX1544102	HDBR644_CGTACG_L001_1.fq.gz	HDBR644_CGTACG_L001_1.fq.gz	ERR1472978	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1472978/ERR1472978_1.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR644	ERS1221376	SAMEA4050266	Homo sapiens	11833	11 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR644	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR644_CGTACG_L001	sequencing assay	ERX1544102	HDBR644_CGTACG_L001_2.fq.gz	HDBR644_CGTACG_L001_2.fq.gz	ERR1472978	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1472978/ERR1472978_2.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR659	ERS1221377	SAMEA4050267	Homo sapiens	11942	11 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR659	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR659_GCCAAT_L003	sequencing assay	ERX1544103	HDBR659_GCCAAT_L003_1.fq.gz	HDBR659_GCCAAT_L003_1.fq.gz	ERR1472979	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1472979/ERR1472979_1.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR659	ERS1221377	SAMEA4050267	Homo sapiens	11942	11 post conception weeks	basal ganglion	left	46, XX	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR659	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR659_GCCAAT_L003	sequencing assay	ERX1544103	HDBR659_GCCAAT_L003_2.fq.gz	HDBR659_GCCAAT_L003_2.fq.gz	ERR1472979	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1472979/ERR1472979_2.fastq.gz	200	101	11 post conception weeks	basal ganglion
HDBR674	ERS1221378	SAMEA4050268	Homo sapiens	11841	10 post conception weeks	basal ganglion	left	46, XY	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR674	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR674_ACTGAT_L006	sequencing assay	ERX1544104	HDBR674_ACTGAT_L006_1.fq.gz	HDBR674_ACTGAT_L006_1.fq.gz	ERR1472980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1472980/ERR1472980_1.fastq.gz	200	101	10 post conception weeks	basal ganglion
HDBR674	ERS1221378	SAMEA4050268	Homo sapiens	11841	10 post conception weeks	basal ganglion	left	46, XY	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR674	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR674_ACTGAT_L006	sequencing assay	ERX1544104	HDBR674_ACTGAT_L006_2.fq.gz	HDBR674_ACTGAT_L006_2.fq.gz	ERR1472980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1472980/ERR1472980_2.fastq.gz	200	101	10 post conception weeks	basal ganglion
HDBR694	ERS1221379	SAMEA4050269	Homo sapiens	11947	13 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_045	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR694	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR694_TTAGGC_L001	sequencing assay	ERX1544105	HDBR694_TTAGGC_L001_1.fq.gz	HDBR694_TTAGGC_L001_1.fq.gz	ERR1472981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1472981/ERR1472981_1.fastq.gz	200	101	13 post conception weeks	basal ganglion
HDBR694	ERS1221379	SAMEA4050269	Homo sapiens	11947	13 post conception weeks	basal ganglion	right	46, XX	 	sequencing batch:FC2014_045	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR694	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR694_TTAGGC_L001	sequencing assay	ERX1544105	HDBR694_TTAGGC_L001_2.fq.gz	HDBR694_TTAGGC_L001_2.fq.gz	ERR1472981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1472981/ERR1472981_2.fastq.gz	200	101	13 post conception weeks	basal ganglion
HDBR699	ERS1221380	SAMEA4050270	Homo sapiens	11921	17 post conception weeks	basal ganglion	left	46, XY	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR699	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR699_TTAGGC_L008	sequencing assay	ERX1544106	HDBR699_TTAGGC_L008_1.fq.gz	HDBR699_TTAGGC_L008_1.fq.gz	ERR1472982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1472982/ERR1472982_1.fastq.gz	200	101	17 post conception weeks	basal ganglion
HDBR699	ERS1221380	SAMEA4050270	Homo sapiens	11921	17 post conception weeks	basal ganglion	left	46, XY	 	sequencing batch:FC2014_044	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR699	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR699_TTAGGC_L008	sequencing assay	ERX1544106	HDBR699_TTAGGC_L008_2.fq.gz	HDBR699_TTAGGC_L008_2.fq.gz	ERR1472982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1472982/ERR1472982_2.fastq.gz	200	101	17 post conception weeks	basal ganglion
HDBR932	ERS1221381	SAMEA4050271	Homo sapiens	12007	12 post conception weeks	basal ganglion	left	46, XY	 	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR932	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR932_CGATGT_L007	sequencing assay	ERX1544107	HDBR932_CGATGT_L007_1.fq.gz	HDBR932_CGATGT_L007_1.fq.gz	ERR1472983	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1472983/ERR1472983_1.fastq.gz	200	101	12 post conception weeks	basal ganglion
HDBR932	ERS1221381	SAMEA4050271	Homo sapiens	12007	12 post conception weeks	basal ganglion	left	46, XY	 	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR932	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR932_CGATGT_L007	sequencing assay	ERX1544107	HDBR932_CGATGT_L007_2.fq.gz	HDBR932_CGATGT_L007_2.fq.gz	ERR1472983	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1472983/ERR1472983_2.fastq.gz	200	101	12 post conception weeks	basal ganglion
HDBR941	ERS1221382	SAMEA4050272	Homo sapiens	12007	12 post conception weeks	basal ganglion	right	46, XY	 	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR941	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR941_GTTTCG_L008	sequencing assay	ERX1544108	HDBR941_GTTTCG_L008_1.fq.gz	HDBR941_GTTTCG_L008_1.fq.gz	ERR1472984	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1472984/ERR1472984_1.fastq.gz	200	101	12 post conception weeks	basal ganglion
